,u,v,maxspeed,length,s_lat,s_lng,e_lat,e_lng
20695,6933,211,45.0,13.576,-122.4958205,37.7627475,-122.4959747,37.7627407
20696,6933,8901,45.0,3.372,-122.4958205,37.7627475,-122.4957822,37.7627492
20697,6933,557,45.0,302.71400000000006,-122.4958205,37.7627475,-122.4960109,37.7654657
20698,6934,3436,45.0,40.289,-122.4956897,37.7608816,-122.4952321,37.7609018
20699,6934,558,45.0,13.585,-122.4956897,37.7608816,-122.495844,37.7608748
20700,6934,9405,45.0,6.949,-122.4956897,37.7608816,-122.4956941,37.760944
20701,6935,424,45.0,13.595,-122.495167,37.753421,-122.4953214,37.7534142
20702,6935,6946,45.0,207.808,-122.495167,37.753421,-122.4952978,37.755287
20703,6935,423,45.0,40.346000000000004,-122.495167,37.753421,-122.4947088,37.7534412
20704,6936,569,45.0,13.599,-122.494122,37.7385029,-122.4942764,37.738496
20705,6936,6947,45.0,207.507,-122.494122,37.7385029,-122.4942525,37.7403662
20706,6936,5383,45.0,39.525999999999996,-122.494122,37.7385029,-122.4936732,37.7385227
20707,6937,565,45.0,13.597,-122.4946444,37.7459616,-122.4947988,37.7459548
20708,6937,6948,45.0,207.887,-122.4946444,37.7459616,-122.4947753,37.7478283
20709,6937,2889,45.0,40.404,-122.4946444,37.7459616,-122.4941856,37.7459819
20710,6938,559,45.0,13.577,-122.4955591,37.7590162,-122.4957133,37.7590093
20711,6938,6614,45.0,40.316,-122.4955591,37.7590162,-122.4951012,37.7590364
20712,6938,6934,45.0,207.74,-122.4955591,37.7590162,-122.4956897,37.7608816
20713,6939,562,45.0,13.587,-122.4950363,37.7515547,-122.4951906,37.7515479
20714,6939,6935,45.0,207.84,-122.4950363,37.7515547,-122.495167,37.753421
20715,6939,3914,45.0,40.365,-122.4950363,37.7515547,-122.4945779,37.7515749
20716,6940,366,45.0,13.642,-122.4939928,37.7366577,-122.4941464,37.7366405
20717,6940,6936,45.0,205.49200000000002,-122.4939928,37.7366577,-122.494122,37.7385029
20718,6940,8906,45.0,39.204,-122.4939928,37.7366577,-122.4935552,37.736724
20719,6941,566,45.0,13.597,-122.4945138,37.7440964,-122.4946682,37.7440896
20720,6941,6937,45.0,207.719,-122.4945138,37.7440964,-122.4946444,37.7459616
20721,6941,1142,45.0,40.422,-122.4945138,37.7440964,-122.4940548,37.7441166
20722,6942,560,45.0,13.577,-122.4954285,37.7571516,-122.4955827,37.7571448
20723,6942,1044,45.0,40.326,-122.4954285,37.7571516,-122.4949705,37.7571718
20724,6942,6938,45.0,207.651,-122.4954285,37.7571516,-122.4955591,37.7590162
20725,6943,563,45.0,13.587,-122.4949059,37.7496932,-122.4950602,37.7496864
20726,6943,6939,45.0,207.308,-122.4949059,37.7496932,-122.4950363,37.7515547
20727,6943,4352,45.0,40.384,-122.4949059,37.7496932,-122.4944473,37.7497135
20728,6944,570,45.0,13.608,-122.4936608,37.7319199,-122.4938153,37.7319131
20729,6944,181,45.0,22.930999999999997,-122.4936608,37.7319199,-122.4936753,37.7321258
20730,6944,3738,45.0,45.483,-122.4936608,37.7319199,-122.4931444,37.7319426
20731,6945,567,45.0,13.597,-122.4943832,37.7422328,-122.4945376,37.742226
20732,6945,9418,45.0,7.106,-122.4943832,37.7422328,-122.4943877,37.7422966
20733,6945,6551,45.0,40.44199999999999,-122.4943832,37.7422328,-122.493924,37.742253
20734,6946,561,45.0,13.586,-122.4952978,37.755287,-122.4954521,37.7552802
20735,6946,4190,45.0,40.336,-122.4952978,37.755287,-122.4948397,37.7553072
20736,6946,6942,45.0,207.65300000000002,-122.4952978,37.755287,-122.4954285,37.7571516
20737,6947,568,45.0,13.598,-122.4942525,37.7403662,-122.4944069,37.7403594
20738,6947,6037,45.0,40.45,-122.4942525,37.7403662,-122.4937932,37.7403864
20739,6947,6945,45.0,207.874,-122.4942525,37.7403662,-122.4943832,37.7422328
20740,6948,564,45.0,13.588,-122.4947753,37.7478283,-122.4949296,37.7478215
20741,6948,6943,45.0,207.685,-122.4947753,37.7478283,-122.4949059,37.7496932
20742,6948,6150,45.0,40.393,-122.4947753,37.7478283,-122.4943166,37.7478485
20743,6949,1903,45.0,9.718,-122.459591,37.7489894,-122.4596769,37.7489344
20744,6949,8633,45.0,213.90399999999997,-122.459591,37.7489894,-122.460855,37.7506047
20745,6950,6710,45.0,18.721,-122.4750634,37.7345594,-122.4750774,37.7347274
20746,6950,5372,65.0,81.75399999999999,-122.4750634,37.7345594,-122.4741343,37.734585
20747,6951,6950,65.0,11.909,-122.4751988,37.7345576,-122.4750634,37.7345594
20748,6951,9424,45.0,198.19400000000002,-122.4751988,37.7345576,-122.4750556,37.732779
20749,6952,3507,45.0,16.637,-122.4793852,37.7344794,-122.4793955,37.7346288
20750,6952,4670,45.0,214.524,-122.4793852,37.7344794,-122.4792502,37.7325531
20751,6952,5485,65.0,121.62100000000002,-122.4793852,37.7344794,-122.4780042,37.7345291
20752,6953,121,45.0,21.071,-122.4914549,37.7339411,-122.491574,37.7337798
20753,6953,1678,45.0,21.883000000000003,-122.4914549,37.7339411,-122.4913134,37.7341027
20754,6953,6432,65.0,211.851,-122.4914549,37.7339411,-122.4890498,37.7340498
20755,6954,5957,45.0,19.28,-122.4771021,37.734548,-122.4771124,37.7347212
20756,6954,6259,65.0,79.89099999999999,-122.4771021,37.734548,-122.4761941,37.7345714
20757,6954,5451,45.0,211.009,-122.4771021,37.734548,-122.4769708,37.7326532
20758,6955,8971,65.0,12.797,-122.4860196,37.7341848,-122.4858743,37.7341912
20759,6956,4389,45.0,12.506,-122.4478016,37.7465105,-122.4477574,37.7464036
20760,6956,240,45.0,44.831999999999994,-122.4478016,37.7465105,-122.4478935,37.7469048
20761,6956,3928,65.0,274.99299999999994,-122.4478016,37.7465105,-122.4508255,37.745899
20762,6957,8146,45.0,13.433,-122.4448792,37.7470342,-122.4449565,37.74693
20763,6957,2236,45.0,108.83300000000001,-122.4448792,37.7470342,-122.4450153,37.748007
20764,6957,242,65.0,160.363,-122.4448792,37.7470342,-122.4466703,37.7467627
20765,6958,3408,45.0,14.01,-122.4377581,37.7435639,-122.437662,37.7436644
20766,6958,3409,45.0,87.46199999999999,-122.4377581,37.7435639,-122.4381079,37.7428418
20767,6958,9227,45.0,296.39900000000006,-122.4377581,37.7435639,-122.435686,37.7415359
20768,6959,6542,45.0,8.856,-122.4401682,37.7453114,-122.4400678,37.7453178
20769,6959,6958,45.0,291.887,-122.4401682,37.7453114,-122.4377581,37.7435639
20770,6959,6543,45.0,97.278,-122.4401682,37.7453114,-122.4412715,37.7452466
20771,6960,1593,45.0,361.0839999999999,-122.4366991,37.7387646,-122.4395306,37.7403535
20772,6960,6961,45.0,79.086,-122.4366991,37.7387646,-122.4373673,37.7383298
20773,6960,8148,45.0,61.86999999999999,-122.4366991,37.7387646,-122.4363846,37.7392619
20774,6961,2144,45.0,69.374,-122.4373673,37.7383298,-122.436946,37.7378146
20775,6961,3291,45.0,200.127,-122.4373673,37.7383298,-122.4395846,37.7386952
20776,6961,6960,45.0,79.08599999999998,-122.4373673,37.7383298,-122.4366991,37.7387646
20777,6962,9537,45.0,181.071,-122.4368167,37.8027768,-122.4364962,37.8011682
20778,6962,8596,45.0,39.016000000000005,-122.4368167,37.8027768,-122.4371871,37.8029702
20779,6962,1370,45.0,16.36,-122.4368167,37.8027768,-122.4366472,37.8027159
20780,6963,6458,45.0,13.661,-122.4373619,37.8054673,-122.4372084,37.8054869
20781,6963,7342,45.0,105.405,-122.4373619,37.8054673,-122.4371722,37.8045313
20782,6964,1116,45.0,18.619,-122.4515628,37.7454989,-122.4517243,37.7456064
20783,6964,4802,65.0,33.015,-122.4515628,37.7454989,-122.4512169,37.7456143
20784,6965,4085,65.0,116.094,-122.4533468,37.7445585,-122.4522975,37.745192
20785,6965,94,45.0,95.792,-122.4533468,37.7445585,-122.4526894,37.7438716
20786,6966,4810,45.0,12.508,-122.4541958,37.7439594,-122.4542995,37.7440364
20787,6966,5991,45.0,87.193,-122.4541958,37.7439594,-122.4534726,37.7434229
20788,6966,6965,65.0,100.132,-122.4541958,37.7439594,-122.4533468,37.7445585
20789,6967,3123,45.0,11.133,-122.4552058,37.7430142,-122.455302,37.7430793
20790,6967,6966,65.0,137.928,-122.4552058,37.7430142,-122.4541958,37.7439594
20791,6968,4402,45.0,50.836999999999996,-122.4588561,37.7405163,-122.459205,37.7401528
20792,6968,8444,30.0,16.990000000000002,-122.4588561,37.7405163,-122.4590151,37.7405868
20793,6968,8439,65.0,64.565,-122.4588561,37.7405163,-122.4581593,37.7406968
20794,6969,4807,45.0,11.755,-122.4610969,37.7402484,-122.4611163,37.740353
20795,6969,8411,65.0,61.141,-122.4610969,37.7402484,-122.4604077,37.7403212
20796,6970,4067,45.0,11.853,-122.4652458,37.7396283,-122.4652711,37.739733
20797,6970,8403,65.0,107.763,-122.4652458,37.7396283,-122.4640832,37.7399259
20798,6971,7368,65.0,189.33299999999997,-122.4043469,37.7104461,-122.4052328,37.7089012
20799,6971,5577,45.0,18.016,-122.4043469,37.7104461,-122.4041548,37.71039
20800,6971,5012,45.0,84.16900000000001,-122.4043469,37.7104461,-122.405248,37.7107006
20801,6972,4265,45.0,18.547,-122.4037844,37.7112117,-122.403602,37.7111281
20802,6972,6971,65.0,98.492,-122.4037844,37.7112117,-122.4043469,37.7104461
20803,6972,4266,45.0,102.04,-122.4037844,37.7112117,-122.404836,37.7115986
20804,6973,7899,45.0,10.837,-122.4026135,37.7122744,-122.4026844,37.7123541
20805,6973,2863,45.0,22.01,-122.4026135,37.7122744,-122.4025239,37.71209
20806,6973,1450,65.0,80.877,-122.4026135,37.7122744,-122.4033236,37.7118273
20807,6974,4319,45.0,17.951,-122.4008189,37.7130666,-122.4006595,37.7129658
20808,6974,5578,65.0,89.98400000000001,-122.4008189,37.7130666,-122.4015762,37.7125441
20809,6975,8528,45.0,18.128,-122.39521,37.7231764,-122.3950425,37.7230814
20810,6975,9851,65.0,87.935,-122.39521,37.7231764,-122.394895,37.7239267
20811,6975,1753,45.0,16.750999999999998,-122.39521,37.7231764,-122.3953894,37.7232269
20812,6976,682,45.0,18.411,-122.3955571,37.7223927,-122.3957625,37.7224245
20813,6976,8527,65.0,28.236000000000004,-122.3955571,37.7223927,-122.3954515,37.7226325
20814,6976,2325,45.0,194.52200000000002,-122.3955571,37.7223927,-122.393737,37.721408
20815,6977,6186,45.0,169.77,-122.3958924,37.7216709,-122.394311,37.7207955
20816,6977,6976,65.0,85.525,-122.3958924,37.7216709,-122.3955571,37.7223927
20817,6977,1754,45.0,17.048000000000002,-122.3958924,37.7216709,-122.3960672,37.7217371
20818,6978,6977,65.0,89.378,-122.3962517,37.7209194,-122.3958924,37.7216709
20819,6978,2596,45.0,145.647,-122.3962517,37.7209194,-122.394878,37.7201917
20820,6978,1755,45.0,15.031,-122.3962517,37.7209194,-122.3964109,37.7209684
20821,6979,64,45.0,118.99899999999998,-122.396563,37.7201803,-122.3954611,37.7195594
20822,6979,7896,45.0,20.628,-122.396563,37.7201803,-122.3967511,37.7202911
20823,6979,6978,65.0,86.64500000000001,-122.396563,37.7201803,-122.3962517,37.7209194
20824,6980,6187,45.0,95.956,-122.3969058,37.7194408,-122.3960193,37.718938
20825,6980,6979,65.0,87.634,-122.3969058,37.7194408,-122.396563,37.7201803
20826,6980,1757,45.0,15.683,-122.3969058,37.7194408,-122.3970506,37.7195231
20827,6981,1760,45.0,16.994,-122.3881456,37.7418846,-122.3883117,37.7419627
20828,6981,4446,65.0,86.18499999999999,-122.3881456,37.7418846,-122.3878647,37.7426271
20829,6982,5520,45.0,77.53900000000002,-122.3884362,37.7410814,-122.387719,37.7406757
20830,6982,1761,45.0,15.211000000000002,-122.3884362,37.7410814,-122.388578,37.7411597
20831,6982,6981,65.0,92.895,-122.3884362,37.7410814,-122.3881456,37.7418846
20832,6983,1762,45.0,19.058999999999997,-122.3886883,37.7402822,-122.3888653,37.7403811
20833,6983,6982,65.0,91.59499999999998,-122.3886883,37.7402822,-122.3884362,37.7410814
20834,6983,5241,45.0,43.679,-122.3886883,37.7402822,-122.3882861,37.7400517
20835,6984,6983,65.0,90.59500000000001,-122.3889683,37.7394982,-122.3886883,37.7402822
20836,6984,1763,45.0,17.531,-122.3889683,37.7394982,-122.3891302,37.7395902
20837,6984,5045,45.0,14.022,-122.3889683,37.7394982,-122.3888391,37.7394243
20838,6985,715,45.0,16.886,-122.3892578,37.7387126,-122.3894126,37.7388024
20839,6985,714,45.0,187.221,-122.3892578,37.7387126,-122.387528,37.737731
20840,6985,1781,65.0,47.037,-122.3892578,37.7387126,-122.389113,37.7391198
20841,6986,4249,45.0,157.196,-122.3895412,37.7379398,-122.3880817,37.7371235
20842,6986,6985,65.0,89.49,-122.3895412,37.7379398,-122.3892578,37.7387126
20843,6986,1764,45.0,14.758000000000001,-122.3895412,37.7379398,-122.3896779,37.7380168
20844,6987,4250,45.0,126.05600000000001,-122.3898188,37.7371426,-122.388653,37.736483
20845,6987,6986,65.0,91.95500000000001,-122.3898188,37.7371426,-122.3895412,37.7379398
20846,6987,1765,45.0,13.697,-122.3898188,37.7371426,-122.3899446,37.7372152
20847,6988,6987,65.0,91.303,-122.3901009,37.7363524,-122.3898188,37.7371426
20848,6988,675,45.0,13.244,-122.3901009,37.7363524,-122.3902239,37.7364211
20849,6988,674,45.0,95.124,-122.3901009,37.7363524,-122.38922,37.735856
20850,6989,4251,45.0,62.83299999999999,-122.390374,37.7355632,-122.389791,37.7352366
20851,6989,1766,45.0,13.402,-122.390374,37.7355632,-122.3904965,37.7356349
20852,6989,6988,65.0,90.98500000000001,-122.390374,37.7355632,-122.3901009,37.7363524
20853,6990,1767,45.0,14.974,-122.3906365,37.7347695,-122.3907745,37.7348483
20854,6990,6989,65.0,91.235,-122.3906365,37.7347695,-122.390374,37.7355632
20855,6990,5835,45.0,231.97899999999998,-122.3906365,37.7347695,-122.3885011,37.7335447
20856,6991,1768,45.0,15.299000000000001,-122.3909135,37.733979,-122.3910537,37.7340604
20857,6991,6990,65.0,91.232,-122.3909135,37.733979,-122.3906365,37.7347695
20858,6991,6010,45.0,201.06199999999998,-122.3909135,37.733979,-122.3890524,37.7329287
20859,6992,6991,65.0,91.03,-122.3911895,37.73319,-122.3909135,37.733979
20860,6992,1769,45.0,14.513,-122.3911895,37.73319,-122.3913251,37.7332644
20861,6992,2229,45.0,170.188,-122.3911895,37.73319,-122.3896164,37.7322986
20862,6993,1770,45.0,14.559999999999999,-122.39147,37.7323885,-122.3916182,37.7324464
20863,6993,6992,65.0,92.49,-122.39147,37.7323885,-122.3911895,37.73319
20864,6993,4106,45.0,138.833,-122.39147,37.7323885,-122.3901782,37.7316709
20865,6994,1771,45.0,13.867999999999999,-122.3917571,37.7315884,-122.3919103,37.7316179
20866,6994,6993,65.0,92.569,-122.3917571,37.7315884,-122.39147,37.7323885
20867,6994,6011,45.0,108.53000000000003,-122.3917571,37.7315884,-122.3907308,37.7310534
20868,6995,1262,45.0,81.09400000000001,-122.3920567,37.7308261,-122.3912924,37.7304259
20869,6995,6994,65.0,88.915,-122.3920567,37.7308261,-122.3917571,37.7315884
20870,6995,1263,45.0,12.041,-122.3920567,37.7308261,-122.3921898,37.7308515
20871,6996,6995,65.0,23.031,-122.3921123,37.7306237,-122.3920567,37.7308261
20872,6996,1708,45.0,13.16,-122.3921123,37.7306237,-122.392257,37.7306523
20873,6997,1773,45.0,16.182,-122.3925764,37.7292371,-122.3927538,37.7292753
20874,6997,5529,45.0,15.829,-122.3925764,37.7292371,-122.392423,37.7291632
20875,6997,6998,65.0,90.227,-122.3925764,37.7292371,-122.3923011,37.7300183
20876,6998,2544,45.0,46.61,-122.3923011,37.7300183,-122.3918585,37.7297934
20877,6998,6996,65.0,69.351,-122.3923011,37.7300183,-122.3921123,37.7306237
20878,6998,1772,45.0,15.742,-122.3923011,37.7300183,-122.3924718,37.7300609
20879,6999,7000,65.0,89.29899999999999,-122.3931812,37.7277026,-122.3928524,37.7284624
20880,6999,1775,45.0,16.289,-122.3931812,37.7277026,-122.3933328,37.7277867
20881,6999,3658,45.0,161.694,-122.3931812,37.7277026,-122.391688,37.7268543
20882,7000,3899,45.0,186.85,-122.3928524,37.7284624,-122.391127,37.7274821
20883,7000,1782,65.0,43.922,-122.3928524,37.7284624,-122.3927243,37.728844
20884,7000,1774,35.0,17.62,-122.3928524,37.7284624,-122.3930129,37.7285572
20885,7001,7002,65.0,84.401,-122.3938239,37.7262329,-122.3935235,37.7269535
20886,7002,6999,65.0,88.578,-122.3935235,37.7269535,-122.3931812,37.7277026
20887,7002,1776,45.0,14.052,-122.3935235,37.7269535,-122.393654,37.7270264
20888,7002,5719,45.0,137.538,-122.3935235,37.7269535,-122.392248,37.7262379
20889,7003,7001,65.0,93.339,-122.3941776,37.7254415,-122.3938239,37.7262329
20890,7003,1778,45.0,19.57,-122.3941776,37.7254415,-122.3943538,37.7255489
20891,7003,5721,45.0,87.809,-122.3941776,37.7254415,-122.3933577,37.724991
20892,7004,7361,65.0,76.2,-122.3872277,37.7449833,-122.3874404,37.744319
20893,7005,7112,45.0,19.084,-122.387298,37.7461285,-122.3870955,37.7460669
20894,7005,7004,65.0,128.311,-122.387298,37.7461285,-122.3872277,37.7449833
20895,7006,1729,35.0,13.634,-122.3877318,37.7515599,-122.3875772,37.7515695
20896,7006,9343,65.0,139.49,-122.3877318,37.7515599,-122.3877128,37.7503062
20897,7006,3148,35.0,81.43199999999999,-122.3877318,37.7515599,-122.3886554,37.7515049
20898,7007,493,45.0,80.066,-122.3878796,37.7528436,-122.3887861,37.7527748
20899,7007,7006,65.0,143.36199999999997,-122.3878796,37.7528436,-122.3877318,37.7515599
20900,7007,9342,45.0,19.095000000000002,-122.3878796,37.7528436,-122.387668,37.752805
20901,7008,1730,45.0,13.736,-122.387972,37.7541117,-122.387816,37.7541185
20902,7008,7007,65.0,141.268,-122.387972,37.7541117,-122.3878796,37.7528436
20903,7008,3146,45.0,80.687,-122.387972,37.7541117,-122.388887,37.7540576
20904,7009,7008,65.0,141.892,-122.388123,37.7553817,-122.387972,37.7541117
20905,7009,3145,45.0,80.94399999999999,-122.388123,37.7553817,-122.3890412,37.7553279
20906,7009,1731,45.0,18.72,-122.388123,37.7553817,-122.3879105,37.7553925
20907,7010,1732,45.0,13.399,-122.3884091,37.7579355,-122.3882572,37.7579454
20908,7010,7009,65.0,285.241,-122.3884091,37.7579355,-122.388123,37.7553817
20909,7010,3144,45.0,75.485,-122.3884091,37.7579355,-122.3892651,37.7578823
20910,7011,3143,45.0,72.97699999999999,-122.3886787,37.7604877,-122.3895065,37.7604386
20911,7011,7010,65.0,284.8430000000001,-122.3886787,37.7604877,-122.3884091,37.7579355
20912,7011,1733,45.0,18.276,-122.3886787,37.7604877,-122.3884713,37.760499
20913,7012,7011,65.0,142.096,-122.3887785,37.7617629,-122.3886787,37.7604877
20914,7012,941,45.0,73.14999999999999,-122.3887785,37.7617629,-122.389608,37.761711
20915,7012,940,45.0,13.604,-122.3887785,37.7617629,-122.3886243,37.7617732
20916,7013,3337,45.0,197.448,-122.3881985,37.7847486,-122.3898528,37.7836132
20917,7013,3336,45.0,26.631999999999998,-122.3881985,37.7847486,-122.3878962,37.7847318
20918,7013,9325,65.0,328.46799999999996,-122.3881985,37.7847486,-122.3884317,37.7818004
20919,7014,594,45.0,74.065,-122.3880152,37.7870938,-122.3887838,37.786927
20920,7014,593,45.0,27.016,-122.3880152,37.7870938,-122.3877083,37.7870796
20921,7014,7013,65.0,261.27500000000003,-122.3880152,37.7870938,-122.3881985,37.7847486
20922,7015,6398,45.0,18.845,-122.3926071,37.7937194,-122.3924473,37.7938324
20923,7015,7196,65.0,196.95600000000002,-122.3926071,37.7937194,-122.3912179,37.7923424
20924,7015,2757,45.0,74.46,-122.3926071,37.7937194,-122.3932061,37.7932459
20925,7016,9338,45.0,12.858,-122.395556,37.7966342,-122.3954399,37.7967046
20926,7016,9067,45.0,49.260999999999996,-122.395556,37.7966342,-122.3961109,37.7965718
20927,7016,5164,65.0,134.804,-122.395556,37.7966342,-122.39474,37.7956094
20928,7017,7016,65.0,344.382,-122.3977885,37.7991793,-122.395556,37.7966342
20929,7017,4944,65.0,89.445,-122.3977885,37.7991793,-122.3987149,37.7988841
20930,7017,9336,65.0,11.261,-122.3977885,37.7991793,-122.3976846,37.7992386
20931,7018,4439,45.0,93.545,-122.3992608,37.8008478,-122.4002641,37.8006154
20932,7018,7017,65.0,226.219,-122.3992608,37.8008478,-122.3977885,37.7991793
20933,7018,9335,45.0,12.440999999999999,-122.3992608,37.8008478,-122.399146,37.8009133
20934,7019,9341,45.0,6.619,-122.4074211,37.8073668,-122.407392,37.8074217
20935,7019,1351,45.0,152.48999999999998,-122.4074211,37.8073668,-122.4059603,37.8066266
20936,7019,4573,45.0,133.403,-122.4074211,37.8073668,-122.4089196,37.8071736
20937,7019,1352,45.0,107.022,-122.4074211,37.8073668,-122.4071661,37.8064355
20938,7020,9064,45.0,24.832,-122.4091115,37.8081232,-122.409391,37.8081565
20939,7020,8061,45.0,144.825,-122.4091115,37.8081232,-122.4076447,37.8075309
20940,7021,8004,45.0,7.193,-122.4847458,37.7185756,-122.4848275,37.7185785
20941,7021,4746,45.0,141.198,-122.4847458,37.7185756,-122.484755,37.7198454
20942,7022,7021,45.0,28.21,-122.4847457,37.7183219,-122.4847458,37.7185756
20943,7022,776,45.0,140.707,-122.4847457,37.7183219,-122.4831473,37.7182709
20944,7023,8421,45.0,86.89299999999999,-122.4436261,37.7365048,-122.4443767,37.7362929
20945,7023,7578,45.0,757.6480000000003,-122.4436261,37.7365048,-122.4459575,37.7412125
20946,7023,80,45.0,262.19500000000005,-122.4436261,37.7365048,-122.4419063,37.7359776
20947,7024,1061,45.0,13.295,-122.4265571,37.7670573,-122.4267081,37.7670642
20948,7024,1060,45.0,91.956,-122.4265571,37.7670573,-122.4266363,37.7678819
20949,7024,2370,45.0,69.414,-122.4265571,37.7670573,-122.4257687,37.7670802
20950,7025,1062,45.0,13.172,-122.4264815,37.7662713,-122.4266309,37.7662621
20951,7025,5806,45.0,112.977,-122.4264815,37.7662713,-122.4252,37.766349
20952,7025,7024,45.0,87.651,-122.4264815,37.7662713,-122.4265571,37.7670573
20953,7026,1010,45.0,13.276,-122.4264346,37.7657848,-122.4265852,37.7657758
20954,7026,7025,45.0,54.253,-122.4264346,37.7657848,-122.4264815,37.7662713
20955,7027,1063,45.0,13.15,-122.4263255,37.7646472,-122.4264747,37.7646386
20956,7027,7376,45.0,192.156,-122.4263255,37.7646472,-122.4241467,37.7647868
20957,7027,7630,45.0,74.915,-122.4263255,37.7646472,-122.42639,37.765319
20958,7028,1064,45.0,13.36,-122.4262613,37.7639799,-122.4264084,37.7639497
20959,7028,7027,45.0,74.423,-122.4262613,37.7639799,-122.4263255,37.7646472
20960,7029,1065,45.0,13.13,-122.42617,37.7630289,-122.426319,37.7630207
20961,7029,7628,45.0,58.087999999999994,-122.42617,37.7630289,-122.42622,37.7635498
20962,7029,3532,45.0,190.678,-122.42617,37.7630289,-122.4240075,37.7631625
20963,7030,1066,45.0,13.554,-122.4260895,37.7622008,-122.4262355,37.7621616
20964,7030,1088,45.0,48.113,-122.4260895,37.7622008,-122.4261318,37.7626322
20965,7030,7377,45.0,192.206,-122.4260895,37.7622008,-122.4239149,37.7623577
20966,7031,1067,45.0,13.123,-122.4260164,37.7614313,-122.4261652,37.7614218
20967,7031,7030,45.0,85.806,-122.4260164,37.7614313,-122.4260895,37.7622008
20968,7031,4208,45.0,87.404,-122.4260164,37.7614313,-122.425025,37.761491
20969,7032,976,45.0,13.126,-122.4258623,37.7598278,-122.4260115,37.7598231
20970,7032,9607,45.0,91.34100000000001,-122.4258623,37.7598278,-122.4259409,37.7606469
20971,7032,975,45.0,86.65,-122.4258623,37.7598278,-122.4248801,37.7598932
20972,7033,1068,45.0,13.098,-122.4257858,37.7590313,-122.4259344,37.7590227
20973,7033,7442,45.0,192.069,-122.4257858,37.7590313,-122.4236075,37.7591649
20974,7033,7032,45.0,88.82300000000001,-122.4257858,37.7590313,-122.4258623,37.7598278
20975,7034,1069,45.0,13.093,-122.4257094,37.7582362,-122.4258579,37.7582272
20976,7034,7033,45.0,88.666,-122.4257094,37.7582362,-122.4257858,37.7590313
20977,7034,3701,45.0,191.305,-122.4257094,37.7582362,-122.4235396,37.7583673
20978,7035,1070,45.0,13.088,-122.4256328,37.7574389,-122.4257814,37.7574317
20979,7035,7443,45.0,192.353,-122.4256328,37.7574389,-122.4234506,37.7575649
20980,7035,7034,45.0,88.911,-122.4256328,37.7574389,-122.4257094,37.7582362
20981,7036,1071,45.0,13.076,-122.4255559,37.7566385,-122.4257042,37.7566295
20982,7036,1895,45.0,98.096,-122.4255559,37.7566385,-122.4244433,37.7567057
20983,7036,7035,45.0,89.258,-122.4255559,37.7566385,-122.4256328,37.7574389
20984,7037,1072,45.0,13.067,-122.4254019,37.7550362,-122.4255501,37.7550273
20985,7037,9376,45.0,89.803,-122.4254019,37.7550362,-122.4254793,37.7558415
20986,7037,6209,45.0,96.872,-122.4254019,37.7550362,-122.4243032,37.7551023
20987,7038,1073,45.0,13.044,-122.4252482,37.7534363,-122.4253962,37.753428
20988,7038,7037,45.0,178.41400000000002,-122.4252482,37.7534363,-122.4254019,37.7550362
20989,7038,6210,45.0,96.64900000000002,-122.4252482,37.7534363,-122.4241519,37.7535007
20990,7039,7038,45.0,177.5,-122.4250952,37.7518446,-122.4252482,37.7534363
20991,7039,1074,45.0,13.032,-122.4250952,37.7518446,-122.425243,37.7518357
20992,7039,3999,45.0,97.06,-122.4250952,37.7518446,-122.4239945,37.7519118
20993,7040,7041,45.0,88.309,-122.4249415,37.7502444,-122.4250176,37.7510363
20994,7040,479,45.0,13.015,-122.4249415,37.7502444,-122.4250891,37.7502355
20995,7040,478,45.0,97.94800000000001,-122.4249415,37.7502444,-122.4238307,37.7503117
20996,7041,7039,45.0,90.138,-122.4250176,37.7510363,-122.4250952,37.7518446
20997,7041,1075,45.0,13.024,-122.4250176,37.7510363,-122.4251653,37.7510273
20998,7042,7043,45.0,89.457,-122.424787,37.7486359,-122.424864,37.7494381
20999,7042,1077,45.0,13.001,-122.424787,37.7486359,-122.4249345,37.7486277
21000,7042,6082,45.0,98.033,-122.424787,37.7486359,-122.423677,37.748711
21001,7043,1076,45.0,13.016,-122.424864,37.7494381,-122.4250116,37.7494291
21002,7043,7040,45.0,89.915,-122.424864,37.7494381,-122.4249415,37.7502444
21003,7044,1079,45.0,13.023,-122.4246334,37.7470378,-122.4247809,37.7470271
21004,7044,7045,45.0,89.98200000000001,-122.4246334,37.7470378,-122.424711,37.7478447
21005,7044,3709,45.0,192.73,-122.4246334,37.7470378,-122.4224487,37.7471789
21006,7045,1078,45.0,12.987,-122.424711,37.7478447,-122.4248583,37.747836
21007,7045,5813,45.0,146.25400000000002,-122.424711,37.7478447,-122.4230522,37.7479426
21008,7045,7042,45.0,88.231,-122.424711,37.7478447,-122.424787,37.7486359
21009,7046,1081,45.0,13.07,-122.4244795,37.7454352,-122.4246279,37.7454285
21010,7046,7047,45.0,89.402,-122.4244795,37.7454352,-122.4245565,37.7462369
21011,7046,7441,45.0,193.84599999999998,-122.4244795,37.7454352,-122.4222841,37.745589
21012,7047,1080,45.0,13.061,-122.4245565,37.7462369,-122.424705,37.746234
21013,7047,7044,45.0,89.31299999999999,-122.4245565,37.7462369,-122.4246334,37.7470378
21014,7047,7444,45.0,193.62900000000002,-122.4245565,37.7462369,-122.4223614,37.7463765
21015,7048,1083,45.0,13.113,-122.424327,37.7438481,-122.4244757,37.7438391
